ConclDir;ConclQ;breaktype;code;correctness;datetime;givenanswer;givenanswertext;nouns;ordering;ordertext;p1;p2;sequence;syllog;time;validConclusions;vpid;cid;gender;edu;age;N;ACC;time_all;time_ACC;model;ACCinKJL;sdTimeACC;subj
AC;O;images;ZXHZPL;0;2016-07-05T02:55:25-07:00;1;1: Some packers are not butchers;packers,tutors,butchers;7;Oq,Iq,Aq,Eq;Premise 1: Some tutors are packers;Premise 2: Some tutors are butchers;51;II4;20057;NVC;111;ZXHZPL;male;Bachelors;32;64;0,28125;18875,95313;13060;NVC;0,61;4787,566912;23
CA;I;images;ZXHZPL;0;2016-07-05T02:55:50-07:00;8;8: Some agents are brokers;brokers,secretaries,agents;7;Oq,Iq,Aq,Eq;Premise 1: No secretaries are brokers;Premise 2: Some agents are not secretaries;52;EO2;22780;NVC;111;ZXHZPL;male;Bachelors;32;64;0,28125;18875,95313;13060;NVC;0,47;4787,566912;23
CA;I;images;ZXHZPL;0;2016-07-05T02:56:03-07:00;8;8: Some planners are artists;artists,surfers,planners;7;Oq,Iq,Aq,Eq;Premise 1: Some surfers are not artists;Premise 2: Some planners are not surfers;53;OO2;11311;NVC;111;ZXHZPL;male;Bachelors;32;64;0,28125;18875,95313;13060;NVC;0,42;4787,566912;23
CA;I;images;ZXHZPL;0;2016-07-05T02:56:13-07:00;8;8: Some workers are actors;actors,painters,workers;7;Oq,Iq,Aq,Eq;Premise 1: All painters are actors;Premise 2: Some workers are not painters;54;AO2;8665;NVC;111;ZXHZPL;male;Bachelors;32;64;0,28125;18875,95313;13060;NVC;0,17;4787,566912;23
CA;O;images;ZXHZPL;1;2016-07-05T02:56:26-07:00;7;7: Some swimmers are not mayors;mayors,cooks,swimmers;7;Oq,Iq,Aq,Eq;Premise 1: Some cooks are not mayors;Premise 2: All cooks are swimmers;55;OA4;11375;Oca;111;ZXHZPL;male;Bachelors;32;64;0,28125;18875,95313;13060;2;0,42;4787,566912;23
AC;O;images;ZXHZPL;0;2016-07-05T02:56:40-07:00;1;1: Some editors are not florists;editors,soldiers,florists;7;Oq,Iq,Aq,Eq;Premise 1: Some editors are not soldiers;Premise 2: No soldiers are florists;56;OE1;11776;NVC;111;ZXHZPL;male;Bachelors;32;64;0,28125;18875,95313;13060;NVC;0,37;4787,566912;23
AC;O;images;ZXHZPL;0;2016-07-05T02:57:07-07:00;1;1: Some counselors are not joggers;counselors,riders,joggers;7;Oq,Iq,Aq,Eq;Premise 1: Some riders are not counselors;Premise 2: Some riders are not joggers;57;OO4;25351;NVC;111;ZXHZPL;male;Bachelors;32;64;0,28125;18875,95313;13060;NVC;0,66;4787,566912;23
AC;E;images;ZXHZPL;1;2016-07-05T02:57:22-07:00;4;4: No waiters are cashiers;waiters,poets,cashiers;7;Oq,Iq,Aq,Eq;Premise 1: All waiters are poets;Premise 2: No poets are cashiers;58;AE1;13496;Eac,Eca,Oac,Oca;111;ZXHZPL;male;Bachelors;32;64;0,28125;18875,95313;13060;1;0,87;4787,566912;23
AC;O;images;ZXHZPL;0;2016-07-05T02:57:37-07:00;1;1: Some campers are not engineers;campers,fencers,engineers;7;Oq,Iq,Aq,Eq;Premise 1: Some campers are not fencers;Premise 2: Some fencers are not engineers;59;OO1;13446;NVC;111;ZXHZPL;male;Bachelors;32;64;0,28125;18875,95313;13060;NVC;0,37;4787,566912;23
CA;O;images;ZXHZPL;0;2016-07-05T02:58:01-07:00;7;7: Some teachers are not golfers;golfers,bankers,teachers;7;Oq,Iq,Aq,Eq;Premise 1: Some bankers are golfers;Premise 2: No teachers are bankers;60;IE2;21376;Oac;111;ZXHZPL;male;Bachelors;32;64;0,28125;18875,95313;13060;3;0,13;4787,566912;23
AC;I;images;ZXHZPL;1;2016-07-05T02:58:12-07:00;2;2: Some therapists are skaters;therapists,climbers,skaters;7;Oq,Iq,Aq,Eq;Premise 1: All climbers are therapists;Premise 2: Some climbers are skaters;61;AI4;9997;Iac,Ica;111;ZXHZPL;male;Bachelors;32;64;0,28125;18875,95313;13060;1;0,83;4787,566912;23
CA;O;images;ZXHZPL;0;2016-07-05T02:58:29-07:00;7;7: Some potters are not chemists;chemists,sailors,potters;7;Oq,Iq,Aq,Eq;Premise 1: Some chemists are sailors;Premise 2: Some potters are sailors;62;II3;14931;NVC;111;ZXHZPL;male;Bachelors;32;64;0,28125;18875,95313;13060;NVC;0,51;4787,566912;23
CA;O;images;ZXHZPL;1;2016-07-05T02:58:43-07:00;7;7: Some runners are not scientists;scientists,chefs,runners;7;Oq,Iq,Aq,Eq;Premise 1: No chefs are scientists;Premise 2: Some chefs are runners;63;EI4;11787;Oca;111;ZXHZPL;male;Bachelors;32;64;0,28125;18875,95313;13060;3;0,15;4787,566912;23
AC;I;calculations;JPXCCB;0;2016-07-05T05:40:46-04:00;3;3: Some teachers are golfers;teachers,golfers,bankers;3;Eq,Oq,Iq,Aq;Premise 1: All teachers are golfers;NA;0;A_1;46825;NVC;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;#N/A;#N/A;17629,69623;24
AC;O;calculations;JPXCCB;0;2016-07-05T05:41:26-04:00;2;2: Some sculptors are not gamblers;sculptors,gamblers,bakers;3;Eq,Oq,Iq,Aq;Premise 1: No sculptors are gamblers;NA;1;E_1;37700;NVC;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;#N/A;#N/A;17629,69623;24
AC;O;calculations;JPXCCB;0;2016-07-05T05:41:54-04:00;2;2: Some engineers are not campers;engineers,campers,fencers;3;Eq,Oq,Iq,Aq;Premise 1: Some engineers are campers;NA;2;I_1;26472;NVC;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;#N/A;#N/A;17629,69623;24
AC;O;calculations;JPXCCB;0;2016-07-05T05:42:00-04:00;2;2: Some jugglers are not barbers;jugglers,barbers,investors;3;Eq,Oq,Iq,Aq;Premise 1: Some jugglers are not barbers;NA;3;O_1;4055;NVC;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;#N/A;#N/A;17629,69623;24
AC;A;calculations;JPXCCB;1;2016-07-05T05:43:09-04:00;4;4: All managers are models;managers,clerks,models;3;Eq,Oq,Iq,Aq;Premise 1: All managers are clerks;Premise 2: All clerks are models;0;AA1;27102;Aac,Iac,Ica;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;1;0,88;17629,69623;24
CA;I;calculations;JPXCCB;1;2016-07-05T05:43:27-04:00;9;9: Some miners are skaters;skaters,poets,miners;3;Eq,Oq,Iq,Aq;Premise 1: All poets are skaters;Premise 2: Some miners are poets;1;AI2;16643;Iac,Ica;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;1;0,9;17629,69623;24
AC;E;calculations;JPXCCB;1;2016-07-05T05:43:50-04:00;1;1: No pilots are singers;pilots,tailors,singers;3;Eq,Oq,Iq,Aq;Premise 1: No pilots are tailors;Premise 2: All singers are tailors;2;EA3;21071;Eac,Eca,Oac,Oca;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;1;0,8;17629,69623;24
AC;I;calculations;JPXCCB;1;2016-07-05T05:44:23-04:00;3;3: Some doctors are climbers;doctors,tellers,climbers;3;Eq,Oq,Iq,Aq;Premise 1: Some tellers are doctors;Premise 2: All tellers are climbers;3;IA4;31626;Iac,Ica;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;1;0,81;17629,69623;24
AC;O;calculations;JPXCCB;0;2016-07-05T05:45:33-04:00;2;2: Some planners are not artists;planners,surfers,artists;3;Eq,Oq,Iq,Aq;Premise 1: No surfers are planners;Premise 2: Some surfers are not artists;4;EO4;67451;NVC;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;NVC;0,57;17629,69623;24
AC;O;calculations;JPXCCB;0;2016-07-05T05:45:47-04:00;2;2: Some chemists are not sailors;chemists,potters,sailors;3;Eq,Oq,Iq,Aq;Premise 1: Some chemists are potters;Premise 2: Some sailors are potters;5;II3;12644;NVC;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;NVC;0,51;17629,69623;24
CA;I;calculations;JPXCCB;0;2016-07-05T05:46:02-04:00;9;9: Some brokers are agents;agents,secretaries,brokers;3;Eq,Oq,Iq,Aq;Premise 1: Some secretaries are agents;Premise 2: All brokers are secretaries;6;IA2;12633;NVC;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;NVC;0,12;17629,69623;24
CA;E;calculations;JPXCCB;1;2016-07-05T05:46:13-04:00;7;7: No bankers are teachers;teachers,golfers,bankers;3;Eq,Oq,Iq,Aq;Premise 1: All teachers are golfers;Premise 2: No bankers are golfers;7;AE3;8567;Eac,Eca,Oac,Oca;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;1;0,81;17629,69623;24
AC;O;calculations;JPXCCB;0;2016-07-05T05:46:44-04:00;2;2: Some hikers are not drivers;hikers,writers,drivers;3;Eq,Oq,Iq,Aq;Premise 1: No hikers are writers;Premise 2: No writers are drivers;8;EE1;29720;NVC;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;NVC;0,44;17629,69623;24
AC;O;calculations;JPXCCB;0;2016-07-05T05:47:13-04:00;2;2: Some editors are not soldiers;editors,florists,soldiers;3;Eq,Oq,Iq,Aq;Premise 1: Some editors are not florists;Premise 2: Some soldiers are not florists;9;OO3;27214;NVC;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;NVC;0,64;17629,69623;24
CA;O;calculations;JPXCCB;0;2016-07-05T05:48:21-04:00;8;8: Some jugglers are not investors;investors,barbers,jugglers;3;Eq,Oq,Iq,Aq;Premise 1: Some barbers are not investors;Premise 2: Some jugglers are barbers;10;OI2;66062;NVC;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;NVC;0,31;17629,69623;24
AC;E;calculations;JPXCCB;1;2016-07-05T05:48:31-04:00;1;1: No cashiers are waiters;cashiers,poets,waiters;3;Eq,Oq,Iq,Aq;Premise 1: All cashiers are poets;Premise 2: No poets are waiters;11;AE1;7942;Eac,Eca,Oac,Oca;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;1;0,87;17629,69623;24
CA;E;calculations;JPXCCB;0;2016-07-05T05:48:42-04:00;7;7: No assistants are scholars;scholars,farmers,assistants;3;Eq,Oq,Iq,Aq;Premise 1: All scholars are farmers;Premise 2: Some assistants are farmers;12;AI3;8929;NVC;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;NVC;0,37;17629,69623;24
AC;I;calculations;JPXCCB;0;2016-07-05T05:48:53-04:00;3;3: Some brewers are porters;brewers,judges,porters;3;Eq,Oq,Iq,Aq;Premise 1: All brewers are judges;Premise 2: Some judges are porters;13;AI1;9598;NVC;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;NVC;0,16;17629,69623;24
AC;O;calculations;JPXCCB;0;2016-07-05T05:49:06-04:00;2;2: Some campers are not fencers;campers,engineers,fencers;3;Eq,Oq,Iq,Aq;Premise 1: Some campers are engineers;Premise 2: Some engineers are fencers;14;II1;10874;NVC;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;NVC;0,33;17629,69623;24
CA;I;calculations;JPXCCB;0;2016-07-05T05:50:31-04:00;9;9: Some divers are linguists;linguists,carpenters,divers;3;Eq,Oq,Iq,Aq;Premise 1: Some carpenters are not linguists;Premise 2: Some carpenters are not divers;15;OO4;83267;NVC;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;NVC;0,66;17629,69623;24
CA;O;calculations;JPXCCB;1;2016-07-05T05:50:54-04:00;8;8: Some auditors are not painters;painters,cleaners,auditors;3;Eq,Oq,Iq,Aq;Premise 1: No cleaners are painters;Premise 2: Some auditors are cleaners;16;EI2;21253;Oca;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;3;0,37;17629,69623;24
AC;O;calculations;JPXCCB;0;2016-07-05T05:51:20-04:00;2;2: Some tutors are not butchers;tutors,packers,butchers;3;Eq,Oq,Iq,Aq;Premise 1: No tutors are packers;Premise 2: Some butchers are packers;17;EI3;12827;Oca;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;3;0,21;17629,69623;24
CA;A;calculations;JPXCCB;0;2016-07-05T05:52:15-04:00;0;0: All analysts are novelists;novelists,travelers,analysts;3;Eq,Oq,Iq,Aq;Premise 1: No travelers are novelists;Premise 2: No analysts are travelers;18;EE2;53654;NVC;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;NVC;0,44;17629,69623;24
CA;I;calculations;JPXCCB;0;2016-07-05T05:52:49-04:00;9;9: Some hunters are lawyers;lawyers,athletes,hunters;3;Eq,Oq,Iq,Aq;Premise 1: Some athletes are lawyers;Premise 2: Some athletes are hunters;19;II4;32124;NVC;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;NVC;0,61;17629,69623;24
CA;I;calculations;JPXCCB;0;2016-07-05T05:53:35-04:00;9;9: Some joggers are counselors;counselors,riders,joggers;3;Eq,Oq,Iq,Aq;Premise 1: Some riders are not counselors;Premise 2: No joggers are riders;20;OE2;43308;NVC;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;NVC;0,51;17629,69623;24
CA;O;calculations;JPXCCB;0;2016-07-05T05:53:56-04:00;8;8: Some plumbers are not lifeguards;lifeguards,dentists,plumbers;3;Eq,Oq,Iq,Aq;Premise 1: Some lifeguards are not dentists;Premise 2: Some plumbers are dentists;21;OI3;19865;NVC;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;NVC;0,49;17629,69623;24
AC;I;calculations;JPXCCB;0;2016-07-05T05:54:10-04:00;3;3: Some buyers are cyclists;buyers,students,cyclists;3;Eq,Oq,Iq,Aq;Premise 1: No buyers are students;Premise 2: Some students are not cyclists;22;EO1;11792;NVC;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;NVC;0,28;17629,69623;24
AC;I;calculations;JPXCCB;0;2016-07-05T05:54:30-04:00;3;3: Some gamblers are bakers;gamblers,sculptors,bakers;3;Eq,Oq,Iq,Aq;Premise 1: Some gamblers are sculptors;Premise 2: All bakers are sculptors;23;IA3;18676;NVC;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;NVC;0,28;17629,69623;24
AC;O;calculations;JPXCCB;1;2016-07-05T05:54:43-04:00;2;2: Some actors are not workers;actors,painters,workers;3;Eq,Oq,Iq,Aq;Premise 1: Some actors are painters;Premise 2: No painters are workers;24;IE1;10523;Oac;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;3;0,44;17629,69623;24
NVC;NVC;calculations;JPXCCB;1;2016-07-05T05:55:24-04:00;-1;Space: No conclusion is possible;actors,nurses,drillers;3;Eq,Oq,Iq,Aq;Premise 1: No actors are nurses;Premise 2: Some drillers are not nurses;25;EO3;39832;NVC;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;NVC;0,49;17629,69623;24
NVC;NVC;calculations;JPXCCB;1;2016-07-05T05:55:42-04:00;-1;Space: No conclusion is possible;dancers,boxers,typists;3;Eq,Oq,Iq,Aq;Premise 1: All boxers are dancers;Premise 2: Some typists are not boxers;26;AO2;16449;NVC;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;NVC;0,17;17629,69623;24
CA;I;calculations;JPXCCB;0;2016-07-05T05:55:57-04:00;9;9: Some boxers are actuaries;actuaries,opticians,boxers;3;Eq,Oq,Iq,Aq;Premise 1: Some opticians are actuaries;Premise 2: Some boxers are opticians;27;II2;12920;NVC;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;NVC;0,3;17629,69623;24
CA;O;calculations;JPXCCB;1;2016-07-05T05:56:18-04:00;8;8: Some runners are not chefs;chefs,scientists,runners;3;Eq,Oq,Iq,Aq;Premise 1: All chefs are scientists;Premise 2: Some runners are not scientists;28;AO3;19285;Oca;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;2;0,4;17629,69623;24
AC;O;calculations;JPXCCB;0;2016-07-05T05:56:28-04:00;2;2: Some mayors are not swimmers;mayors,cooks,swimmers;3;Eq,Oq,Iq,Aq;Premise 1: Some mayors are cooks;Premise 2: All cooks are swimmers;29;IA1;8021;Iac,Ica;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;1;0,88;17629,69623;24
AC;O;calculations;JPXCCB;1;2016-07-05T05:56:48-04:00;2;2: Some architects are not trainers;architects,designers,trainers;3;Eq,Oq,Iq,Aq;Premise 1: Some architects are designers;Premise 2: No trainers are designers;30;IE3;17964;Oac;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;3;0,2;17629,69623;24
NVC;NVC;calculations;JPXCCB;0;2016-07-05T05:57:01-04:00;-1;Space: No conclusion is possible;skaters,therapists,climbers;3;Eq,Oq,Iq,Aq;Premise 1: All therapists are skaters;Premise 2: All therapists are climbers;31;AA4;11567;Iac,Ica;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;3;0,16;17629,69623;24
NVC;NVC;calculations;JPXCCB;1;2016-07-05T05:57:29-04:00;-1;Space: No conclusion is possible;barbers,jugglers,investors;3;Eq,Oq,Iq,Aq;Premise 1: Some barbers are not jugglers;Premise 2: Some jugglers are investors;32;OI1;26019;NVC;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;NVC;0,36;17629,69623;24
AC;E;calculations;JPXCCB;0;2016-07-05T05:57:47-04:00;1;1: No chemists are potters;chemists,sailors,potters;3;Eq,Oq,Iq,Aq;Premise 1: No chemists are sailors;Premise 2: All sailors are potters;33;EA1;6882;Oca;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;3;0,03;17629,69623;24
NVC;NVC;calculations;JPXCCB;1;2016-07-05T05:59:22-04:00;-1;Space: No conclusion is possible;miners,poets,skaters;3;Eq,Oq,Iq,Aq;Premise 1: Some poets are not miners;Premise 2: Some poets are skaters;34;OI4;92982;NVC;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;NVC;0,47;17629,69623;24
NVC;NVC;calculations;JPXCCB;1;2016-07-05T05:59:46-04:00;-1;Space: No conclusion is possible;analysts,novelists,travelers;3;Eq,Oq,Iq,Aq;Premise 1: Some novelists are not analysts;Premise 2: Some travelers are not novelists;35;OO2;22215;NVC;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;NVC;0,42;17629,69623;24
AC;O;calculations;JPXCCB;0;2016-07-05T06:00:03-04:00;2;2: Some linguists are not divers;linguists,carpenters,divers;3;Eq,Oq,Iq,Aq;Premise 1: All linguists are carpenters;Premise 2: Some carpenters are not divers;36;AO1;15018;NVC;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;NVC;0,14;17629,69623;24
NVC;NVC;calculations;JPXCCB;1;2016-07-05T06:00:23-04:00;-1;Space: No conclusion is possible;scientists,chefs,runners;3;Eq,Oq,Iq,Aq;Premise 1: No scientists are chefs;Premise 2: No runners are chefs;37;EE3;19097;NVC;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;NVC;0,76;17629,69623;24
AC;O;calculations;JPXCCB;0;2016-07-05T06:00:47-04:00;2;2: Some cleaners are not painters;cleaners,auditors,painters;3;Eq,Oq,Iq,Aq;Premise 1: Some cleaners are not auditors;Premise 2: Some auditors are not painters;38;OO1;22230;NVC;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;NVC;0,37;17629,69623;24
NVC;NVC;calculations;JPXCCB;1;2016-07-05T06:00:58-04:00;-1;Space: No conclusion is possible;boxers,typists,dancers;3;Eq,Oq,Iq,Aq;Premise 1: No typists are boxers;Premise 2: No typists are dancers;39;EE4;8791;NVC;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;NVC;0,66;17629,69623;24
CA;E;calculations;JPXCCB;1;2016-07-05T06:01:09-04:00;7;7: No singers are tailors;tailors,pilots,singers;3;Eq,Oq,Iq,Aq;Premise 1: No pilots are tailors;Premise 2: All singers are pilots;40;EA2;9031;Eac,Eca,Oac,Oca;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;1;0,78;17629,69623;24
NVC;NVC;calculations;JPXCCB;0;2016-07-05T06:01:50-04:00;-1;Space: No conclusion is possible;workers,actors,painters;3;Eq,Oq,Iq,Aq;Premise 1: All actors are workers;Premise 2: No painters are actors;41;AE2;39691;Oac;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;3;0,01;17629,69623;24
AC;O;calculations;JPXCCB;1;2016-07-05T06:02:26-04:00;2;2: Some surfers are not planners;surfers,artists,planners;3;Eq,Oq,Iq,Aq;Premise 1: All artists are surfers;Premise 2: No artists are planners;42;AE4;33384;Oac;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;3;0,08;17629,69623;24
AC;O;calculations;JPXCCB;0;2016-07-05T06:02:40-04:00;2;2: Some mayors are not cooks;mayors,swimmers,cooks;3;Eq,Oq,Iq,Aq;Premise 1: Some mayors are not swimmers;Premise 2: No swimmers are cooks;43;OE1;12357;NVC;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;NVC;0,37;17629,69623;24
NVC;NVC;calculations;JPXCCB;1;2016-07-05T06:03:01-04:00;-1;Space: No conclusion is possible;lawyers,hunters,athletes;3;Eq,Oq,Iq,Aq;Premise 1: Some hunters are lawyers;Premise 2: Some athletes are not hunters;44;IO2;19570;NVC;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;NVC;0,31;17629,69623;24
CA;A;calculations;JPXCCB;1;2016-07-05T06:03:25-04:00;0;0: All golfers are bankers;bankers,teachers,golfers;3;Eq,Oq,Iq,Aq;Premise 1: All teachers are bankers;Premise 2: All golfers are teachers;45;AA2;18541;Aca,Iac,Ica;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;1;0,54;17629,69623;24
CA;O;calculations;JPXCCB;0;2016-07-05T06:03:38-04:00;8;8: Some waiters are not cashiers;cashiers,poets,waiters;3;Eq,Oq,Iq,Aq;Premise 1: Some poets are not cashiers;Premise 2: All waiters are poets;46;OA2;10511;NVC;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;NVC;0,13;17629,69623;24
AC;O;calculations;JPXCCB;1;2016-07-05T06:04:02-04:00;2;2: Some actors are not drillers;actors,nurses,drillers;3;Eq,Oq,Iq,Aq;Premise 1: All nurses are actors;Premise 2: Some nurses are not drillers;47;AO4;22449;Oac;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;2;0,54;17629,69623;24
CA;I;calculations;JPXCCB;1;2016-07-05T06:04:40-04:00;9;9: Some climbers are skaters;skaters,therapists,climbers;3;Eq,Oq,Iq,Aq;Premise 1: All therapists are skaters;Premise 2: Some therapists are climbers;48;AI4;36339;Iac,Ica;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;1;0,83;17629,69623;24
NVC;NVC;calculations;JPXCCB;0;2016-07-05T06:05:08-04:00;-1;Space: No conclusion is possible;butchers,packers,tutors;3;Eq,Oq,Iq,Aq;Premise 1: Some butchers are not packers;Premise 2: All tutors are packers;49;OA3;25674;Oac;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;2;0,36;17629,69623;24
NVC;NVC;calculations;JPXCCB;0;2016-07-05T06:07:03-04:00;-1;Space: No conclusion is possible;hikers,drivers,writers;3;Eq,Oq,Iq,Aq;Premise 1: Some drivers are hikers;Premise 2: No writers are drivers;50;IE2;113515;Oac;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;3;0,13;17629,69623;24
NVC;NVC;calculations;JPXCCB;1;2016-07-05T06:07:18-04:00;-1;Space: No conclusion is possible;judges,porters,brewers;3;Eq,Oq,Iq,Aq;Premise 1: All judges are porters;Premise 2: All brewers are porters;51;AA3;13309;NVC;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;NVC;0,31;17629,69623;24
CA;O;calculations;JPXCCB;0;2016-07-05T06:07:45-04:00;8;8: Some gamblers are not bakers;bakers,sculptors,gamblers;3;Eq,Oq,Iq,Aq;Premise 1: Some bakers are sculptors;Premise 2: Some gamblers are not sculptors;52;IO3;24907;NVC;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;NVC;0,49;17629,69623;24
CA;O;calculations;JPXCCB;0;2016-07-05T06:07:59-04:00;8;8: Some students are not cyclists;cyclists,buyers,students;3;Eq,Oq,Iq,Aq;Premise 1: No buyers are cyclists;Premise 2: Some students are not buyers;53;EO2;11901;NVC;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;NVC;0,47;17629,69623;24
NVC;NVC;calculations;JPXCCB;1;2016-07-05T06:08:09-04:00;-1;Space: No conclusion is possible;riders,joggers,counselors;3;Eq,Oq,Iq,Aq;Premise 1: Some riders are joggers;Premise 2: Some joggers are not counselors;54;IO1;8881;NVC;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;NVC;0,36;17629,69623;24
NVC;NVC;calculations;JPXCCB;0;2016-07-05T06:08:23-04:00;-1;Space: No conclusion is possible;clerks,models,managers;3;Eq,Oq,Iq,Aq;Premise 1: No clerks are models;Premise 2: Some models are managers;55;EI1;12305;Oca;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;3;0,08;17629,69623;24
NVC;NVC;calculations;JPXCCB;1;2016-07-05T06:09:24-04:00;-1;Space: No conclusion is possible;soldiers,editors,florists;3;Eq,Oq,Iq,Aq;Premise 1: Some soldiers are not editors;Premise 2: No florists are editors;56;OE3;58548;NVC;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;NVC;0,47;17629,69623;24
AC;E;calculations;JPXCCB;0;2016-07-05T06:09:33-04:00;1;1: No fencers are campers;fencers,engineers,campers;3;Eq,Oq,Iq,Aq;Premise 1: No engineers are fencers;Premise 2: All engineers are campers;57;EA4;7604;Oca;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;3;0,09;17629,69623;24
NVC;NVC;calculations;JPXCCB;0;2016-07-05T06:09:47-04:00;-1;Space: No conclusion is possible;brokers,secretaries,agents;3;Eq,Oq,Iq,Aq;Premise 1: No secretaries are brokers;Premise 2: Some secretaries are agents;58;EI4;11900;Oca;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;3;0,15;17629,69623;24
NVC;NVC;calculations;JPXCCB;1;2016-07-05T06:10:01-04:00;-1;Space: No conclusion is possible;designers,trainers,architects;3;Eq,Oq,Iq,Aq;Premise 1: Some trainers are designers;Premise 2: Some trainers are not architects;59;IO4;12241;NVC;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;NVC;0,47;17629,69623;24
CA;O;calculations;JPXCCB;0;2016-07-05T06:10:25-04:00;8;8: Some climbers are not doctors;doctors,tellers,climbers;3;Eq,Oq,Iq,Aq;Premise 1: Some tellers are not doctors;Premise 2: No tellers are climbers;60;OE4;22735;NVC;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;NVC;0,49;17629,69623;24
NVC;NVC;calculations;JPXCCB;1;2016-07-05T06:10:51-04:00;-1;Space: No conclusion is possible;lifeguards,plumbers,dentists;3;Eq,Oq,Iq,Aq;Premise 1: Some lifeguards are not plumbers;Premise 2: All plumbers are dentists;61;OA1;24203;NVC;115;JPXCCB;male;Masters;43;64;0,4375;24492,875;23709,17857;NVC;0,2;17629,69623;24
